,charity_name,city,state,zipcodes
1091,Rocky Mountain Neptunes,Boulder,CO,80303
1092,Rocky Mountain Riding Therapy,Boulder,CO,80303
1093,Rocky Mountain Special Hockey,Boulder,CO,80303
1094,Romanian American Freedom Alliance,Boulder,CO,80303
1095,S G R Y Of Colorado,Boulder,CO,80303
1096,Sacred Heart Of Mary Parish,Boulder,CO,80303
1097,Saint Thomas Aquinas Housing,Boulder,CO,80303
1098,Savory Institute Org Inc,Boulder,CO,80303
1099,Sea Earth Alliance,Boulder,CO,80303
1100,Second Baptist Church,Boulder,CO,80303
1101,Senior Homeshares,Boulder,CO,80303
1102,Shaolin Hung Mei Kung Fu Association,Boulder,CO,80303
1103,Social Venture Partners Boulder County Inc,Boulder,CO,80303
1104,South Boulder Bible Church,Boulder,CO,80303
1105,South Boulder Canon Ditch Company,Boulder,CO,80303
1106,South Central Unity Churches Association Inc,Boulder,CO,80303
1107,Springs Life Sdb Church,Boulder,CO,80303
1108,Suitts Family Foundation,Boulder,CO,80303
1109,Test Every Child For Dyslexia Inc,Boulder,CO,80303
1110,Tet Family Foundation A Non-profit Corporation,Boulder,CO,80303
1111,The Boedecker Foundation,Boulder,CO,80303
1112,The Caritas Center,Boulder,CO,80303
1113,The Neuman Family Foundation,Boulder,CO,80303
1114,The@mark G And Bernee D L Strom Foundation,Boulder,CO,80303
1115,Thorne Ecological Institute,Boulder,CO,80303
1116,Two Hearts Fne,Boulder,CO,80303
1117,Unity Columbine Spiritual Center,Boulder,CO,80303
1118,Urban Wildlife Photo Club Inc,Boulder,CO,80303
1119,Vajra Amrita Mandala,Boulder,CO,80303
1120,Valley Bible Chapel,Boulder,CO,80303
1121,Vertile Foundation Inc,Boulder,CO,80303
1122,Veterans With Dignity,Boulder,CO,80303
1123,Watson Caring Science Institute,Boulder,CO,80303
1124,Yeong Sang Presbyterian Church,Boulder,CO,80303
1125,4222-humanity Through Baseball Foundation Inc,Boulder,CO,80305
1126,A Buck A Month Club,Boulder,CO,80305
1127,Adventure Rabbi Trips,Boulder,CO,80305
1128,African Conservation Centre Us,Boulder,CO,80305
1129,Alt-x Digital Arts Foundation,Boulder,CO,80305
1130,American Federation Of Government Employees,Boulder,CO,80305
1131,Asset Education,Boulder,CO,80305
1132,Bear Creek Home & School Association Inc,Boulder,CO,80305
1133,Berean Fundamental Church Of Boulder Colorado,Boulder,CO,80305
1134,Bixby & Associates,Boulder,CO,80305
1135,Books For Humanity Inc,Boulder,CO,80305
1136,Boulder Building Block Fund,Boulder,CO,80305
1137,Boulder County Safe Schools Coalition Inc,Boulder,CO,80305
1138,Boulder Food Rescue,Boulder,CO,80305
1139,Boulder Montessori School,Boulder,CO,80305
1140,Boulder Nobel Circle,Boulder,CO,80305
1141,Boulder Postoley Dance Ensemble,Boulder,CO,80305
1142,Boulder School For German Language And Culture,Boulder,CO,80305
1143,Boulder Suzuki Strings,Boulder,CO,80305
1144,Boulder Water Polo Club,Boulder,CO,80305
1145,Boulder-cuba Sister City Organization,Boulder,CO,80305
1146,Brent Family Foundation,Boulder,CO,80305
1147,Brighter Days Dog Rescue,Boulder,CO,80305
1148,Bvkid,Boulder,CO,80305
1149,C L I M B For Kids Foundation,Boulder,CO,80305
1150,Center For High Impact Weather Studies,Boulder,CO,80305
1151,Center For Severe Weather Research Inc,Boulder,CO,80305
1152,Coal Creek Canyon Watershed Partnership,Boulder,CO,80305
1153,Coalition For Colorado Universal Health Care,Boulder,CO,80305
1154,Colorado 4-h Foundation Inc,Boulder,CO,80305
1155,Colorado Abc,Boulder,CO,80305
1156,Colorado High School Boys Volleybal Association Inc,Boulder,CO,80305
1157,Colorado Russia Agricultural Group,Boulder,CO,80305
1158,Commerce Childrens Center Assoc,Boulder,CO,80305
1159,Community Leadership Academy Inc,Boulder,CO,80305
1160,Communityler,Boulder,CO,80305
1161,Conservation Ink,Boulder,CO,80305
1162,Creekside Parent Organization,Boulder,CO,80305
1163,Davis Phinney Foundation,Boulder,CO,80305
1164,Day Care Center,Boulder,CO,80305
1165,Dental Axs Inc,Boulder,CO,80305
1166,Earths Table Ltd,Boulder,CO,80305
1167,Enrich Life Over 50,Boulder,CO,80305
1168,Environment For The Americas Inc,Boulder,CO,80305
1169,Fairview High School Parents Organization Inc,Boulder,CO,80305
1170,Fairview Knights All Sports Booster Club Inc,Boulder,CO,80305
1171,Front Range Nesting Bald Eagle Studies,Boulder,CO,80305
1172,Gasp Of Colorado,Boulder,CO,80305
1173,Golden Eagle Wrestling Inc,Boulder,CO,80305
1174,Hadassah The Womens Zionist Organization Of America,Boulder,CO,80305
1175,Hearts Of Peace Foundation,Boulder,CO,80305
1176,Helpatschool,Boulder,CO,80305
1177,Helping Hands Health Education Inc,Boulder,CO,80305
1178,Highland Baptist Church Of Boulder Colo Inc,Boulder,CO,80305
1179,Hill Of Hope The Mark James Hill Foundation,Boulder,CO,80305
1180,Historical Cemetery No 18 Perpetual Care Fund,Boulder,CO,80305
1181,Hope For Madagascar,Boulder,CO,80305
1182,Hora Romaneasca Dance Ensemble,Boulder,CO,80305
1183,Indian Peaks Traverse Coalition,Boulder,CO,80305
1184,International Cryocooler Conference Inc,Boulder,CO,80305
1185,International Dyslexia Association- Rocky Mountian Branch,Boulder,CO,80305
1186,Jews Of The Earth,Boulder,CO,80305
1187,Jumping Mouse Foundation,Boulder,CO,80305
1188,Kimochi Incorporated,Boulder,CO,80305
1189,Knight Time Baseball Inc,Boulder,CO,80305
1190,Lilavati Institute,Boulder,CO,80305
1191,Lotus Light Foundation,Boulder,CO,80305
1192,Mary Sandoe House Inc,Boulder,CO,80305
1193,Mesa Elementary School Parent Teacher Organization,Boulder,CO,80305
1194,Mother House Inc,Boulder,CO,80305
1195,Mother Meera Home Colorado,Boulder,CO,80305
1196,Mount Calvary Lutheran Church,Boulder,CO,80305
1197,Mount Hope Lutheran Church,Boulder,CO,80305
1198,Munger Family Foundation,Boulder,CO,80305
1199,Mysalus Pbc,Boulder,CO,80305
1200,National Federation Of Music Clubs,Boulder,CO,80305
1201,New Subasio Institute,Boulder,CO,80305
1202,Old School Sports Inc,Boulder,CO,80305
1203,Optimist International,Boulder,CO,80305
1204,Padmasambhava Meditation Center,Boulder,CO,80305
1205,Patient Advocacy Coalition,Boulder,CO,80305
1206,Peak Research Inc,Boulder,CO,80305
1207,Perfecting Horizons Inc,Boulder,CO,80305
1208,Professional Trailbuilders Association,Boulder,CO,80305
1209,Pta Colorado Congress,Boulder,CO,80305
1210,Rejoice Children Center Incorporation,Boulder,CO,80305
1211,Road Runners Club Of America,Boulder,CO,80305
1212,Rocky Mountain Catalysis Society,Boulder,CO,80305
1213,Rocky Mountain Healing Hands Non Profit,Boulder,CO,80305
1214,Rocky Mountain Synchronized Swimming,Boulder,CO,80305
1215,Roots Running Project,Boulder,CO,80305
1216,Safe Haven Rescue,Boulder,CO,80305
1217,Samantha Remington Angel Heart Foundation,Boulder,CO,80305
1218,Scientific Foundation For Prehistoric Rock Art,Boulder,CO,80305
1219,Sean M Higgins Memorial Scholarship Fund,Boulder,CO,80305
1220,Second Wind Fund Of Boulder County,Boulder,CO,80305
1221,Shanao Cacao Collective,Boulder,CO,80305
1222,Southern Hills Parent And Teacher Organization Inc,Boulder,CO,80305
1223,Summit Middle Charter School Inc,Boulder,CO,80305
1224,Sunshine Canyon Dog Rescue,Boulder,CO,80305
1225,Supporters Of Fairview Ib Inc,Boulder,CO,80305
1226,Supporters Of Summit Inc,Boulder,CO,80305
1227,Tau Beta Pi Association Inc,Boulder,CO,80305
1228,The Catamounts Nfp,Boulder,CO,80305
1231,Toastmasters International,Boulder,CO,80305
1232,Underdogs Animal Rescue,Boulder,CO,80305
1233,Veterans Of Foreign Wars Of The United States Dept Of Colorado,Boulder,CO,80305
1234,Vintage Panthers Inc,Boulder,CO,80305
1235,Watson,Boulder,CO,80305
1236,Wild At Heart,Boulder,CO,80305
